Respondent_Serial,language,country,yyyymmdd,AgeGender,weight,regionAustralia,regionUS,regionUK,regionIndia,regionNigeria,regionPhilippines,regionFinland,regionPortugal,regionBrazil,regionFrance,D1,D2,D3,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9
7138,Finnish,Finland,20210524,Women 21-25,0.7093192249242061, , , , , , ,West Finland, , , ,21,woman,Finland: West Finland,moderately,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,yes,I don't talk to other people about climate change,prefer not to say,yes,no,no,no,yes,yes,yes,no,no,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately
7139,English,United Kingdom,20210524,Women 21-25,0.9578710094154348, , ,North, , , , , , , ,21,woman,United Kingdom: North,a little,yes,no,yes,yes,no,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,a little,yes,yes,no,yes,yes,yes,no,no,yes,a little,extremely,extremely,very,very,extremely,extremely,prefer not to say,prefer not to say
7140,Portuguese,Brazil,20210524,Men 21-25,0.7662591406660899, , , , , , , , ,South, ,22,man,Brazil: South,very,yes,yes,yes,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,a little,no,no,yes,no,no,no,yes,yes,yes,moderately,very,very,a little,moderately,not at all,a little,very,very
7141,English,Nigeria,20210524,Women 21-25,0.48546618435553623, , , , ,South South, , , , , ,21,woman,Nigeria: South South,moderately,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,prefer not to say,no,yes,no,no,no,no,yes,I don't talk to other people about climate change,not at all,no,no,yes,no,yes,no,yes,yes,yes,extremely,extremely,very,not at all,very,not at all,extremely,extremely,not at all
7142,Portuguese,Brazil,20210524,Women 21-25,0.726200239102256, , , , , , , , ,Southeast, ,24,woman,Brazil: Southeast,extremely,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,moderately,moderately,not at all,moderately,not at all,very,moderately,not at all
7143,French,France,20210524,Men 16-20,1.0407025385210553, , , , , , , , , ,Ile de France,19,man,France: Ile de France,moderately,no,yes,no,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,yes,prefer not to say,yes,no,yes,no,no,yes,moderately,yes,no,prefer not to say,yes,no,no,no,no,yes,moderately,a little,a little,very,very,moderately,a little,moderately,moderately
7144,Portuguese,Brazil,20210524,Women 16-20,1.62345947221951, , , , , , , , ,Southeast, ,19,woman,Brazil: Southeast,very,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,yes,yes,yes,I don't talk to other people about climate change,a little,no,no,yes,no,no,yes,no,no,yes,moderately,very,very,moderately,very,a little,very,very,a little
7145,Portuguese,Brazil,20210524,Women 21-25,0.726200239102256, , , , , , , , ,Southeast, ,23,woman,Brazil: Southeast,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,very,very,very,a little,very,not at all,very,moderately,a little
7149,English,United Kingdom,20210524,Men 16-20,1.0350056653631439, , ,South, , , , , , , ,20,man,United Kingdom: South,very,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,a little,yes,no,yes,no,yes,yes,no,no,no,very,very,very,very,very,moderately,very,very,very
7151,English,United Kingdom,20210524,Women 16-20,0.973762230263565, , ,Midlands, , , , , , , ,19,woman,United Kingdom: Midlands,extremely,no,no,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,moderately,no,yes,yes,no,yes,no,yes,yes,yes,extremely,not at all,moderately,not at all,very,very,not at all,a little,very
7152,English,United States,20210524,Women 16-20,0.7880886902845492, ,South, , , , , , , , ,16,woman,United States: South,moderately,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,a little,no,no,yes,no,no,no,yes,yes,yes,not at all,not at all,not at all,a little,not at all,a little,not at all,not at all,a little
7153,English,Nigeria,20210524,Men 16-20,1.3165560326585106, , , , ,South East, , , , , ,20,man,Nigeria: South East,moderately,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no,a little,yes,yes,yes,no,yes,yes,no,no,no,not at all,not at all,not at all,extremely,not at all,extremely,not at all,not at all,very
7154,English,Nigeria,20210524,Men 21-25,1.59501766914096, , , , ,North West, , , , , ,25,man,Nigeria: North West,very,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,very,yes,yes,yes,yes,yes,yes,yes,yes,yes,a little,extremely,very,very,moderately,very,very,extremely,extremely
7155,English,Nigeria,20210524,Men 21-25,1.582968639987312, , , , ,North East, , , , , ,25,man,Nigeria: North East,extremely,yes,no,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,no,yes,no,a little,yes,yes,yes,no,no,no,no,yes,no,a little,a little,a little,a little,a little,a little,a little,a little,a little
7157,Portuguese,Brazil,20210524,Women 21-25,0.726200239102256, , , , , , , , ,Southeast, ,24,woman,Brazil: Southeast,moderately,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,very,extremely,moderately,not at all,very,moderately,very,moderately,not at all
7158,English,United States,20210524,Men 21-25,1.1090014644775092, ,West, , , , , , , , ,24,man,United States: West,extremely,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,yes,no,yes,yes,yes,completely reassured,no,yes,yes,yes,no,yes,yes,no,no,extremely,very,very,very,extremely,very,very,extremely,extremely
7159,English,Philippines,20210524,Men 21-25,0.6982261956861798, , , , , ,Mindanao Super Region, , , , ,21,man,Philippines: Mindanao Super Region,very,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,no,not at all,yes,no,no,no,no,yes,no,yes,no,moderately,a little,a little,moderately,a little,a little,a little,a little,moderately
7160,English,United States,20210524,Men 21-25,1.1090014644775092, ,West, , , , , , , , ,23,man,United States: West,moderately,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,no,yes,moderately,no,no,yes,no,yes,yes,yes,no,yes,moderately,moderately,moderately,moderately,moderately,moderately,moderately,very,moderately
7161,Portuguese,Brazil,20210524,Women 21-25,0.726200239102256, , , , , , , , ,Southeast, ,24,woman,Brazil: Southeast,extremely,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,a little,a little,a little,a little,a little,a little,a little,a little,a little
7164,Finnish,Finland,20210524,Women 16-20,1.2841920474458481, , , , , , ,North Finland, , , ,18,woman,Finland: North Finland,moderately,yes,no,no,yes,no,yes,yes,no,no,no,no,no,prefer not to say,no,yes,no,no,no,no,no,yes,yes,yes,a little,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,very,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say,prefer not to say
7165,English,Nigeria,20210524,Men 16-20,1.1702634251187436, , , , ,South South, , , , , ,19,man,Nigeria: South South,moderately,yes,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,not at all,no,no,no,yes,no,no,yes,no,yes,not at all,extremely,extremely,not at all,extremely,not at all,extremely,very,not at all
7166,Portuguese,Brazil,20210524,Men 21-25,0.7662591406660899, , , , , , , , ,South, ,23,man,Brazil: South,extremely,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,extremely,extremely,very,a little,moderately,not at all,extremely,a little,not at all
7168,English,United States,20210524,Women 21-25,1.239095865185164, ,South, , , , , , , , ,22,woman,United States: South,not worried,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,moderately,no,no,no,no,no,no,no,no,no,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately,moderately
7169,English,United Kingdom,20210524,Women 16-20,0.973762230263565, , ,Midlands, , , , , , , ,17,woman,United Kingdom: Midlands,moderately,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,yes,yes,not at all,no,no,no,no,no,no,yes,no,no,not at all,a little,a little,not at all,a little,not at all,not at all,a little,not at all
7170,English,United States,20210524,Men 16-20,0.9760992441283591, ,West, , , , , , , , ,17,man,United States: West,very,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,no,yes,prefer not to say,no,yes,no,yes,yes,yes,no,yes,I don't talk to other people about climate change,not at all,no,no,yes,no,no,no,yes,yes,yes,a little,a little,a little,not at all,moderately,not at all,very,moderately,not at all
7171,English,Nigeria,20210524,Women 21-25,2.2030632883455015, , , , ,North East, , , , , ,24,woman,Nigeria: North East,extremely,no,no,yes,yes,no,no,no,no,yes,no,no,no,prefer not to say,no,no,yes,yes,yes,no,yes,yes,yes,no,a little,yes,yes,yes,yes,yes,yes,yes,yes,no,extremely,not at all,not at all,very,not at all,moderately,moderately,a little,extremely
7173,Finnish,Finland,20210524,Men 16-20,1.113882211827798, , , , , , ,North Finland, , , ,20,man,Finland: North Finland,moderately,no,no,yes,no,no,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,prefer not to say,no,no,no,no,moderately,yes,yes,no,yes,yes,no,no,yes,no,not at all,extremely,a little,moderately,very,a little,extremely,not at all,moderately
7174,Portuguese,Brazil,20210524,Women 21-25,0.7251856528559323, , , , , , , , ,Northeast, ,22,woman,Brazil: Northeast,extremely,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,extremely,extremely,extremely,not at all,extremely,not at all,extremely,extremely,not at all
7175,Portuguese,Brazil,20210524,Women 21-25,0.7251856528559323, , , , , , , , ,Northeast, ,25,woman,Brazil: Northeast,moderately,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,a little,no,no,yes,no,no,no,no,yes,yes,a little,a little,a little,moderately,a little,a little,very,not at all,a little
7177,Portuguese,Brazil,20210524,Women 21-25,0.6954755054454548, , , , , , , , ,South, ,21,woman,Brazil: South,very,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,not at all,no,no,yes,no,no,yes,yes,yes,yes,moderately,very,moderately,a little,very,a little,moderately,very,moderately
7178,Portuguese,Brazil,20210524,Men 21-25,0.80011095546721, , , , , , , , ,Southeast, ,23,man,Brazil: Southeast,very,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,yes,no,yes,no,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,moderately,very,moderately,not at all,very,not at all,very,very,not at all
7180,English,Nigeria,20210524,Women 21-25,2.2030632883455015, , , , ,North East, , , , , ,22,woman,Nigeria: North East,extremely,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,yes,yes,not at all,no,yes,yes,no,no,no,no,yes,no,a little,a little,a little,not at all,extremely,not at all,very,very,not at all
7182,English,Nigeria,20210524,Women 21-25,0.5461534727534851, , , , ,South East, , , , , ,23,woman,Nigeria: South East,moderately,no,no,no,yes,yes,no,prefer not to say,no,prefer not to say,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,a little,no,yes,yes,prefer not to say,no,no,yes,prefer not to say,prefer not to say,a little,a little,a little,a little,moderately,not at all,not at all,a little,a little
7183,Portuguese,Brazil,20210524,Men 21-25,0.744518398714993, , , , , , , , ,Central-West, ,21,man,Brazil: Central-West,extremely,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,extremely,extremely,extremely,not at all,extremely,a little,extremely,extremely,not at all
7184,English,Nigeria,20210524,Men 16-20,1.3165560326585106, , , , ,South East, , , , , ,17,man,Nigeria: South East,a little,yes,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,a little,no,yes,yes,no,no,no,yes,yes,no,a little,very,a little,moderately,a little,moderately,a little,moderately,moderately
7185,Portuguese,Brazil,20210524,Men 16-20,1.4359904737873543, , , , , , , , ,Central-West, ,20,man,Brazil: Central-West,very,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,very,no,yes,no,yes,yes,no,no,no,yes,extremely,moderately,a little,moderately,moderately,very,moderately,very,moderately
7187,English,Philippines,20210524,Men 21-25,0.6982261956861798, , , , , ,Mindanao Super Region, , , , ,24,man,Philippines: Mindanao Super Region,extremely,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,completely reassured,yes,yes,yes,yes,yes,yes,yes,yes,yes,extremely,extremely,extremely,extremely,extremely,extremely,extremely,extremely,extremely
7188,English,United States,20210524,Women 16-20,0.7809166565777321, ,Midwest, , , , , , , , ,17,woman,United States: Midwest,moderately,yes,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,I don't talk to other people about climate change,a little,no,no,no,yes,no,no,no,yes,yes,not at all,a little,a little,a little,not at all,not at all,not at all,not at all,a little
7189,Portuguese,Brazil,20210524,Men 21-25,0.7989931073486891, , , , , , , , ,Northeast, ,25,man,Brazil: Northeast,very,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,very,extremely,extremely,not at all,very,not at all,extremely,extremely,not at all
7190,Portuguese,Brazil,20210524,Women 21-25,0.7296644442554062, , , , , , , , ,North, ,21,woman,Brazil: North,very,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,completely reassured,yes,yes,yes,yes,no,no,yes,yes,yes,moderately,a little,a little,a little,a little,a little,moderately,very,moderately
7191,Portuguese,Brazil,20210524,Men 21-25,0.7989931073486891, , , , , , , , ,Northeast, ,24,man,Brazil: Northeast,very,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,very,yes,no,yes,no,no,no,yes,yes,yes,very,very,very,very,moderately,moderately,very,very,not at all
7192,Portuguese,Brazil,20210524,Men 16-20,1.5505762860739416, , , , , , , , ,North, ,20,man,Brazil: North,moderately,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,not at all,yes,no,yes,no,no,yes,no,yes,no,very,a little,moderately,very,not at all,not at all,a little,not at all,a little
7193,English,Philippines,20210524,Women 21-25,0.6617849655159419, , , , , ,Central Philippines Region, , , , ,23,woman,Philippines: Central Philippines Region,extremely,yes,no,yes,yes,no,no,yes,prefer not to say,yes,prefer not to say,prefer not to say,yes,no,no,no,no,yes,yes,yes,prefer not to say,yes,yes,I don't talk to other people about climate change,moderately,no,no,prefer not to say,yes,prefer not to say,yes,no,prefer not to say,prefer not to say,a little,a little,very,very,moderately,moderately,moderately,a little,very
7194,English,United States,20210524,Women 16-20,0.7880886902845492, ,South, , , , , , , , ,17,woman,United States: South,moderately,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,not at all,no,no,yes,no,no,no,yes,yes,yes,very,very,moderately,not at all,very,not at all,not at all,very,not at all
7195,Portuguese,Brazil,20210524,Men 21-25,0.80011095546721, , , , , , , , ,Southeast, ,22,man,Brazil: Southeast,very,yes,yes,yes,yes,no,yes,no,prefer not to say,yes,prefer not to say,no,no,yes,no,yes,yes,prefer not to say,yes,no,yes,yes,yes,yes,not at all,no,yes,no,no,yes,yes,yes,no,yes,very,very,a little,not at all,a little,a little,very,very,a little
7196,English,Philippines,20210524,Men 21-25,0.7078000062120289, , , , , ,Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle, , , , ,21,man,Philippines: Metro Luzon Urban Beltway/ North Luzon Agribusiness Quadrangle,very,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,moderately,no,yes,no,yes,yes,yes,yes,no,no,moderately,moderately,a little,very,moderately,moderately,moderately,moderately,moderately
7197,English,United States,20210524,Women 16-20,0.7809166565777321, ,Midwest, , , , , , , , ,20,woman,United States: Midwest,extremely,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no,not at all,no,no,no,no,yes,prefer not to say,no,yes,no,not at all,not at all,very,a little,very,not at all,extremely,not at all,not at all
7198,Portuguese,Brazil,20210524,Women 21-25,0.7251856528559323, , , , , , , , ,Northeast, ,25,woman,Brazil: Northeast,very,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,completely reassured,yes,no,no,yes,yes,no,no,no,yes,a little,not at all,extremely,a little,extremely,moderately,very,moderately,a little
7199,Portuguese,Brazil,20210524,Men 21-25,0.80011095546721, , , , , , , , ,Southeast, ,23,man,Brazil: Southeast,very,no,yes,no,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,no,yes,no,yes,yes,not at all,no,no,yes,yes,no,yes,no,yes,yes,not at all,a little,very,a little,not at all,not at all,not at all,moderately,a little
7200,English,Nigeria,20210524,Men 21-25,0.3940813394917377, , , , ,North Central, , , , , ,23,man,Nigeria: North Central,moderately,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,a little,no,no,no,no,no,no,yes,yes,yes,very,very,very,a little,very,a little,very,very,a little
7201,Portuguese,Brazil,20210524,Women 21-25,0.7251856528559323, , , , , , , , ,Northeast, ,25,woman,Brazil: Northeast,moderately,yes,yes,no,yes,no,yes,no,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,not at all,no,no,yes,no,no,no,yes,yes,yes,very,a little,very,not at all,very,not at all,extremely,very,not at all
7202,Portuguese,Brazil,20210524,Women 21-25,0.6954755054454548, , , , , , , , ,South, ,24,woman,Brazil: South,extremely,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,not at all,yes,no,yes,no,no,no,yes,no,yes,very,very,very,not at all,very,not at all,very,very,not at all
7203,English,Philippines,20210524,Men 21-25,0.7209880946930312, , , , , ,Central Philippines Region, , , , ,24,man,Philippines: Central Philippines Region,extremely,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,moderately,no,no,yes,yes,yes,no,no,no,yes,moderately,very,a little,a little,moderately,a little,moderately,a little,a little
